Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,original_language,release_date,budget,revenue
The Secret Life of Pets 2,2019,07 Jun 2019,86 min,"Animation, Adventure, Comedy",11 nominations,55.0,6.4,"64,507",tt5113040,"$158,874,395",en,2019-05-24,80000000.0,155152550.0
Late Night,2019,14 Jun 2019,102 min,"Comedy, Drama",1 win & 14 nominations,70.0,6.5,"38,913",tt6107548,"$15,499,454",en,2019-01-25,4000000.0,22384741.0
Late Night,2019,14 Jun 2019,102 min,"Comedy, Drama",1 win & 14 nominations,70.0,6.5,"38,913",tt6107548,"$15,499,454",en,2021-01-20,0.0,0.0
Late Night,2019,14 Jun 2019,102 min,"Comedy, Drama",1 win & 14 nominations,70.0,6.5,"38,913",tt6107548,"$15,499,454",en,2020-12-31,0.0,0.0
The Last Black Man in San Francisco,2019,07 Jun 2019,121 min,Drama,18 wins & 59 nominations,83.0,7.3,"20,419",tt4353250,"$4,515,719",en,2019-06-07,0.0,2975184.0
Changeland,2019,07 Jun 2019,86 min,"Comedy, Drama",,42.0,5.7,"2,431",tt6612946,,en,2019-06-07,0.0,0.0
Men in Black: International,2019,14 Jun 2019,114 min,"Action, Adventure, Comedy",9 nominations,38.0,5.6,"138,295",tt2283336,"$80,001,807",en,2019-06-12,110000000.0,253890701.0
Shaft,2000,16 Jun 2000,99 min,"Action, Crime, Thriller",1 win & 13 nominations,50.0,6.0,"78,469",tt0162650,"$70,334,258",en,2019-06-14,30000000.0,21360215.0
The Dead Don't Die,2019,14 Jun 2019,104 min,"Comedy, Fantasy, Horror",2 wins & 7 nominations,53.0,5.4,"81,339",tt8695030,"$6,563,605",en,2019-05-15,0.0,12104595.0
Murder Mystery,2019,14 Jun 2019,97 min,"Action, Comedy, Crime",1 win & 6 nominations,38.0,6.0,"136,484",tt1618434,,en,2019-05-25,24000000.0,0.0
Plus One,2019,14 Jun 2019,98 min,"Comedy, Drama, Romance",1 win,65.0,6.6,"12,502",tt7645122,,en,2019-06-14,0.0,44112.0
Plus One,2019,14 Jun 2019,98 min,"Comedy, Drama, Romance",1 win,65.0,6.6,"12,502",tt7645122,,uk,2019-08-24,0.0,0.0
Being Frank,2018,21 Jun 2019,109 min,Comedy,3 wins & 5 nominations,41.0,6.1,"1,618",tt6547044,"$67,343",en,2019-06-14,0.0,0.0
Being Frank,2018,21 Jun 2019,109 min,Comedy,3 wins & 5 nominations,41.0,6.1,"1,618",tt6547044,"$67,343",en,2019-06-14,0.0,0.0
Toy Story 4,2019,21 Jun 2019,100 min,"Animation, Adventure, Comedy",Won 1 Oscar. 57 wins & 67 nominations total,84.0,7.7,"258,607",tt1979376,"$434,038,008",en,2019-06-19,175000000.0,1073394593.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",fr,2019-06-19,34000000.0,31626978.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",uk,2019-07-05,0.0,0.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",pt,2019-10-24,0.0,0.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",pt,2019-10-24,0.0,0.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",uk,2019-05-25,0.0,0.0
Anna,2019,21 Jun 2019,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,"$7,743,794",fr,2020-12-03,0.0,0.0
Child's Play,1988,09 Nov 1988,87 min,"Horror, Thriller",2 wins & 4 nominations,58.0,6.6,"107,345",tt0094862,"$33,244,684",en,2019-06-19,10000000.0,44902237.0
Child's Play,1988,09 Nov 1988,87 min,"Horror, Thriller",2 wins & 4 nominations,58.0,6.6,"107,345",tt0094862,"$33,244,684",fr,2021-10-01,0.0,0.0
Annabelle Comes Home,2019,26 Jun 2019,106 min,"Horror, Mystery, Thriller",2 nominations,53.0,5.9,"79,046",tt8350360,"$74,152,591",en,2019-06-26,30000000.0,231252591.0
Yesterday,2019,28 Jun 2019,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,"$73,286,650",en,2019-06-27,26000000.0,88092097.0
Yesterday,2019,28 Jun 2019,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,"$73,286,650",fr,2018-08-01,0.0,0.0
Yesterday,2019,28 Jun 2019,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,"$73,286,650",en,2018-10-06,0.0,0.0
Yesterday,2019,28 Jun 2019,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,"$73,286,650",zh,2019-09-21,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",en,2019-06-28,12000000.0,242115.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",tl,2018-10-09,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",fr,2021-05-01,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",tl,2022-01-18,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",de,2020-08-20,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",fr,2021-05-01,0.0,0.0
Ophelia,2018,28 Jun 2019,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,"$50,722",xx,2021-01-21,0.0,0.0
Killers Anonymous,2019,28 Sep 2019,95 min,"Action, Crime, Mystery",,22.0,4.1,"10,076",tt8400758,,en,2019-06-27,0.0,0.0
Spider-Man: Far from Home,2019,02 Jul 2019,129 min,"Action, Adventure, Comedy",11 wins & 26 nominations,69.0,7.4,"508,301",tt6320628,"$390,532,085",,,,
Escape Plan: The Extractors,2019,02 Jul 2019,97 min,"Action, Crime, Thriller",1 nomination,,4.4,"15,346",tt6772804,,en,2019-06-20,3600000.0,0.0
Midsommar,2019,03 Jul 2019,148 min,"Drama, Horror, Mystery",28 wins & 77 nominations,72.0,7.1,"341,772",tt8772262,"$27,426,361",en,2019-07-03,9000000.0,47969371.0
Stuber,2019,12 Jul 2019,93 min,"Action, Comedy, Crime",5 nominations,42.0,6.2,"49,018",tt7734218,"$22,370,452",en,2019-07-11,16000000.0,32400000.0
Crawl,2019,12 Jul 2019,87 min,"Action, Adventure, Horror",5 nominations,60.0,6.1,"87,044",tt8364368,"$39,014,193",en,2019-07-11,13500000.0,91542097.0
Point Blank,1967,31 Aug 1967,92 min,"Crime, Drama, Thriller",1 win,86.0,7.3,"21,910",tt0062138,,en,2019-07-12,0.0,0.0
Point Blank,1967,31 Aug 1967,92 min,"Crime, Drama, Thriller",1 win,86.0,7.3,"21,910",tt0062138,,en,2018-01-01,0.0,0.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781",en,2019-07-12,250300.0,22110994.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781",ru,2020-11-16,0.0,0.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781",sl,2020-06-10,0.0,0.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781",ru,2020-11-16,0.0,0.0
The Farewell,2019,09 Aug 2019,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,"$17,695,781",en,2021-05-01,0.0,0.0
Darlin',2019,12 Jul 2019,100 min,"Horror, Thriller",2 nominations,49.0,4.9,"2,097",tt8396294,,en,2019-09-11,0.0,0.0
The Lion King,1994,24 Jun 1994,88 min,"Animation, Adventure, Drama",Won 2 Oscars. 42 wins & 36 nominations total,88.0,8.5,"1,074,159",tt0110357,"$422,783,777",en,2019-07-12,260000000.0,1663075401.0
Once Upon a Time in Hollywood,2019,26 Jul 2019,161 min,"Comedy, Drama",Won 2 Oscars. 143 wins & 381 nominations total,83.0,7.6,"767,180",tt7131622,"$142,502,728",,,,
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2019-07-26,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2018-08-18,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2018-08-18,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2018-08-18,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2019-03-01,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,en,2019-06-24,50000.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,tr,2020-02-01,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,pt,2021-11-20,0.0,0.0
Skin,2018,23 Jul 2019,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,tr,2020-02-01,0.0,0.0
The Red Sea Diving Resort,2019,31 Jul 2019,129 min,"Drama, History, Thriller",,,6.6,"30,477",tt4995776,,en,2019-07-28,0.0,0.0
Fast & Furious 6,2013,24 May 2013,130 min,"Action, Adventure, Crime",11 wins & 22 nominations,61.0,7.0,"400,484",tt1905041,"$238,679,850",,,,
A Score to Settle,2019,02 Aug 2019,103 min,"Action, Crime, Drama",1 nomination,37.0,4.7,"6,501",tt3758162,,en,2019-08-01,0.0,0.0
The Operative,2019,24 Jul 2019,116 min,"Action, Drama, Mystery",1 win,47.0,5.8,"6,887",tt8000718,,en,2019-07-24,0.0,1431904.0
Dora and the Lost City of Gold,2019,09 Aug 2019,102 min,"Action, Adventure, Comedy",4 wins & 2 nominations,63.0,6.1,"31,985",tt7547410,"$60,477,943",en,2019-08-08,49000000.0,120597108.0
The Kitchen,2019,09 Aug 2019,102 min,"Action, Crime, Drama",1 nomination,35.0,5.6,"21,865",tt5822564,"$12,180,032",en,2019-08-08,38000000.0,0.0
The Kitchen,2019,09 Aug 2019,102 min,"Action, Crime, Drama",1 nomination,35.0,5.6,"21,865",tt5822564,"$12,180,032",pt,2021-01-26,0.0,0.0
The Art of Racing in the Rain,2019,09 Aug 2019,109 min,"Comedy, Drama, Romance",,43.0,7.5,"33,672",tt1478839,"$26,395,642",en,2019-08-08,18000000.0,33766787.0
Scary Stories to Tell in the Dark,2019,09 Aug 2019,108 min,"Adventure, Horror, Mystery",4 wins & 7 nominations,61.0,6.2,"79,383",tt3387520,"$68,947,075",en,2019-08-08,25000000.0,104545505.0
The Peanut Butter Falcon,2019,23 Aug 2019,97 min,"Adventure, Comedy, Drama",20 wins & 16 nominations,70.0,7.6,"93,356",tt4364194,"$20,457,151",en,2019-08-09,0.0,0.0
After the Wedding,2006,11 May 2007,120 min,Drama,Nominated for 1 Oscar. 9 wins & 17 nominations total,78.0,7.7,"35,552",tt0457655,"$1,534,584",en,2019-08-09,0.0,2790019.0
Light of My Life,2019,09 Aug 2019,119 min,"Drama, Sci-Fi, Thriller",5 nominations,67.0,6.6,"14,296",tt6063090,"$20,056",en,2019-08-09,0.0,0.0
The Angry Birds Movie 2,2019,14 Aug 2019,97 min,"Animation, Action, Adventure",1 win & 3 nominations,60.0,6.4,"31,478",tt6095472,"$41,667,116",en,2019-08-02,65000000.0,147792047.0
Good Boys,2019,16 Aug 2019,90 min,"Adventure, Comedy",2 wins & 9 nominations,,6.7,"76,380",tt6977338,"$83,140,306",en,2019-08-14,20000000.0,111037232.0
Blinded by the Light,2019,16 Aug 2019,118 min,"Comedy, Drama, Music",2 wins & 8 nominations,71.0,6.9,"25,825",tt8266310,"$11,901,145",en,2019-08-09,15000000.0,18144644.0
Blinded by the Light,2019,16 Aug 2019,118 min,"Comedy, Drama, Music",2 wins & 8 nominations,71.0,6.9,"25,825",tt8266310,"$11,901,145",th,2021-11-27,0.0,0.0
"Where'd You Go, Bernadette",2019,16 Aug 2019,109 min,"Comedy, Drama",4 nominations,51.0,6.5,"23,066",tt2365580,"$9,198,356",en,2019-08-16,20000000.0,0.0
47 Meters Down: Uncaged,2019,16 Aug 2019,90 min,"Adventure, Drama, Horror",,43.0,5.0,"28,252",tt7329656,"$22,260,900",en,2019-08-15,12000000.0,0.0
Gwen,2018,16 Aug 2019,84 min,"Drama, History, Horror",3 wins & 16 nominations,63.0,5.7,"5,557",tt5149490,,en,2018-07-12,0.0,0.0
Gwen,2018,16 Aug 2019,84 min,"Drama, History, Horror",3 wins & 16 nominations,63.0,5.7,"5,557",tt5149490,,en,2018-01-15,0.0,0.0
Ready or Not,2019,21 Aug 2019,95 min,"Action, Comedy, Horror",4 wins & 24 nominations,64.0,6.8,"159,962",tt7798634,"$28,714,231",en,2019-08-21,6000000.0,57615777.0
Ready or Not,2019,21 Aug 2019,95 min,"Action, Comedy, Horror",4 wins & 24 nominations,64.0,6.8,"159,962",tt7798634,"$28,714,231",en,2018-06-06,0.0,0.0
Ready or Not,2019,21 Aug 2019,95 min,"Action, Comedy, Horror",4 wins & 24 nominations,64.0,6.8,"159,962",tt7798634,"$28,714,231",en,2020-10-03,0.0,0.0
Angel Has Fallen,2019,23 Aug 2019,121 min,"Action, Thriller",1 nomination,45.0,6.4,"101,858",tt6189022,"$69,030,436",en,2019-08-21,40000000.0,146661977.0
Brittany Runs a Marathon,2019,24 Oct 2019,104 min,"Comedy, Drama",2 wins & 7 nominations,72.0,6.8,"20,935",tt7671064,"$7,189,808",en,2019-08-23,0.0,7439448.0
Overcomer,2019,23 Aug 2019,119 min,"Drama, Family, Sport",2 wins & 3 nominations,17.0,6.6,"5,183",tt8186318,"$34,746,945",en,2019-08-22,0.0,0.0
Jacob's Ladder,1990,02 Nov 1990,113 min,"Drama, Horror, Mystery",3 wins & 1 nomination,62.0,7.4,"111,366",tt0099871,"$26,118,851",en,2019-08-23,0.0,0.0
Burn,2019,23 Aug 2019,88 min,"Comedy, Crime, Thriller",2 wins & 1 nomination,50.0,5.7,"5,411",tt8009314,,en,2019-08-23,0.0,25373.0
Burn,2019,23 Aug 2019,88 min,"Comedy, Crime, Thriller",2 wins & 1 nomination,50.0,5.7,"5,411",tt8009314,,en,2022-03-18,0.0,0.0
Burn,2019,23 Aug 2019,88 min,"Comedy, Crime, Thriller",2 wins & 1 nomination,50.0,5.7,"5,411",tt8009314,,es,2021-11-04,0.0,0.0
Official Secrets,2019,30 Aug 2019,112 min,"Biography, Crime, Drama",5 wins & 16 nominations,63.0,7.3,"49,788",tt5431890,"$1,988,546",en,2019-08-30,0.0,0.0
Don't Let Go,2019,30 Aug 2019,103 min,"Drama, Horror, Mystery",,49.0,6.3,"11,777",tt6803212,"$5,215,062",en,2019-08-30,5000000.0,5300000.0
Itsy Bitsy,2019,30 Dec 2019,94 min,"Fantasy, Horror, Mystery",1 nomination,,4.7,"5,219",tt6895284,,en,2019-08-10,0.0,0.0
The Fanatic,2019,05 Aug 2020,88 min,"Crime, Drama, Horror",2 wins & 2 nominations,18.0,4.1,"11,631",tt7869070,,en,2019-08-30,18000000.0,3153.0
It Chapter Two,2019,06 Sep 2019,169 min,"Drama, Fantasy, Horror",7 wins & 34 nominations,58.0,6.5,"275,689",tt7349950,"$211,622,525",en,2019-09-04,79000000.0,473122525.0
Satanic Panic,2019,06 Sep 2019,85 min,"Comedy, Horror",1 win & 4 nominations,51.0,5.6,"6,311",tt8510350,,en,2019-10-28,0.0,0.0
Strange But True,2019,06 Sep 2019,96 min,Thriller,,55.0,5.9,"5,069",tt2866708,,,,,
The Obituary of Tunde Johnson,2019,26 Feb 2021,104 min,Drama,2 wins & 2 nominations,58.0,5.6,672,tt8815382,,en,2019-09-08,0.0,0.0
The Goldfinch,2019,13 Sep 2019,149 min,Drama,3 nominations,40.0,6.4,"24,734",tt3864056,"$5,332,621",en,2019-09-12,40000000.0,0.0
Hustlers,2019,13 Sep 2019,110 min,"Comedy, Crime, Drama",24 wins & 81 nominations,79.0,6.3,"103,090",tt5503686,"$104,963,598",en,2019-09-12,20000000.0,157600000.0
The Sound of Silence,2019,13 Sep 2019,88 min,Drama,3 nominations,66.0,5.7,"1,460",tt9352926,"$20,013",en,2019-09-13,0.0,0.0
The Sound of Silence,2019,13 Sep 2019,88 min,Drama,3 nominations,66.0,5.7,"1,460",tt9352926,"$20,013",en,2021-08-21,0.0,0.0
Monos,2019,15 Aug 2019,102 min,"Adventure, Drama, Thriller",37 wins & 67 nominations,78.0,6.9,"17,900",tt6062774,"$406,473",es,2019-08-15,0.0,0.0
Tall Girl,2019,13 Sep 2019,101 min,"Comedy, Drama, Family",2 wins & 1 nomination,,5.2,"24,881",tt9252508,,en,2019-09-13,0.0,0.0
Ad Astra,2019,20 Sep 2019,123 min,"Adventure, Drama, Mystery",Nominated for 1 Oscar. 16 wins & 76 nominations total,80.0,6.5,"243,810",tt2935510,"$50,188,370",en,2019-09-17,87500000.0,127461872.0
Ad Astra,2019,20 Sep 2019,123 min,"Adventure, Drama, Mystery",Nominated for 1 Oscar. 16 wins & 76 nominations total,80.0,6.5,"243,810",tt2935510,"$50,188,370",en,2018-01-01,0.0,0.0
Rambo: Last Blood,2019,20 Sep 2019,89 min,"Action, Crime, Thriller",4 wins & 8 nominations,26.0,6.1,"101,962",tt1206885,"$44,819,352",en,2019-09-19,50000000.0,91490353.0
Running with the Devil,2019,20 Sep 2019,100 min,"Crime, Drama, Thriller",,42.0,5.4,"8,911",tt5792656,,en,2019-08-29,0.0,0.0
Fractured,2019,11 Oct 2019,99 min,Thriller,3 nominations,36.0,6.4,"80,500",tt4332232,,en,2019-09-22,0.0,0.0
Fractured,2019,11 Oct 2019,99 min,Thriller,3 nominations,36.0,6.4,"80,500",tt4332232,,en,2018-09-21,0.0,0.0
Fractured,2019,11 Oct 2019,99 min,Thriller,3 nominations,36.0,6.4,"80,500",tt4332232,,tr,2020-10-09,0.0,0.0
Abominable,2019,27 Sep 2019,97 min,"Animation, Adventure, Comedy",4 wins & 23 nominations,61.0,7.0,"40,191",tt6324278,"$61,270,390",en,2019-09-19,75000000.0,180289970.0
Abominable,2019,27 Sep 2019,97 min,"Animation, Adventure, Comedy",4 wins & 23 nominations,61.0,7.0,"40,191",tt6324278,"$61,270,390",en,2020-04-14,0.0,0.0
The Laundromat,2019,27 Sep 2019,96 min,"Comedy, Crime, Drama",8 nominations,57.0,6.3,"52,590",tt5865326,,en,2019-09-27,0.0,0.0
Judy,2019,04 Oct 2019,118 min,"Biography, Drama, Music",Won 1 Oscar. 23 wins & 67 nominations total,66.0,6.8,"52,368",tt7549996,"$24,313,888",en,2019-09-27,0.0,38981322.0
Judy,2019,04 Oct 2019,118 min,"Biography, Drama, Music",Won 1 Oscar. 23 wins & 67 nominations total,66.0,6.8,"52,368",tt7549996,"$24,313,888",en,2019-12-01,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2022-08-02,65000000.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,de,2021-09-10,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2019-07-18,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,es,2020-02-28,0.0,4164.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2019-04-26,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2020-11-13,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2020-11-13,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2019-04-26,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2021-05-21,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2021-03-30,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,fr,2018-11-25,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2019-10-31,0.0,0.0
Prey,2022,05 Aug 2022,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,en,2019-05-31,0.0,0.0
10 Minutes Gone,2019,27 Sep 2019,89 min,"Action, Crime, Mystery",,13.0,3.6,"4,065",tt8809652,,en,2019-09-30,0.0,0.0
Joker,2019,04 Oct 2019,122 min,"Crime, Drama, Thriller",Won 2 Oscars. 122 wins & 239 nominations total,59.0,8.4,"1,328,051",tt7286456,"$335,477,657",en,2019-10-01,55000000.0,1074458282.0
Lucy in the Sky,2019,04 Oct 2019,124 min,"Drama, Romance, Sci-Fi",6 nominations,36.0,4.9,"8,218",tt4682804,"$319,976",en,2019-09-20,0.0,481707.0
Lucy in the Sky,2019,04 Oct 2019,124 min,"Drama, Romance, Sci-Fi",6 nominations,36.0,4.9,"8,218",tt4682804,"$319,976",it,2018-04-19,0.0,0.0
Dolemite Is My Name,2019,25 Oct 2019,118 min,"Biography, Comedy, Drama",30 wins & 67 nominations,76.0,7.2,"62,423",tt8526872,,en,2019-10-04,0.0,0.0
In the Tall Grass,2019,04 Oct 2019,101 min,"Horror, Mystery, Sci-Fi",2 wins & 3 nominations,46.0,5.4,"58,789",tt4687108,,en,2019-09-20,0.0,0.0
Low Tide,2019,05 Sep 2019,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,en,2019-10-04,0.0,0.0
Low Tide,2019,05 Sep 2019,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,en,2018-11-17,0.0,0.0
Low Tide,2019,05 Sep 2019,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,en,2019-04-01,0.0,0.0
Low Tide,2019,05 Sep 2019,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,en,2018-04-20,0.0,0.0
Wrinkles the Clown,2019,04 Oct 2019,78 min,"Documentary, Comedy, Horror",5 nominations,53.0,4.9,"1,462",tt9097270,"$14,938",en,2019-10-04,0.0,0.0
Little Monsters,2019,11 Oct 2019,93 min,"Comedy, Horror, Sci-Fi",3 wins & 10 nominations,59.0,6.3,"18,144",tt7390588,,en,2019-08-29,0.0,0.0
Gemini Man,2019,11 Oct 2019,117 min,"Action, Sci-Fi, Thriller",1 win & 6 nominations,38.0,5.7,"116,019",tt1025100,"$48,546,770",en,2019-10-02,0.0,173469516.0
The Addams Family,1991,22 Nov 1991,99 min,"Comedy, Fantasy",Nominated for 1 Oscar. 5 wins & 23 nominations total,57.0,6.9,"169,896",tt0101272,"$113,502,426",en,2019-10-10,40000000.0,203044905.0
The King,2019,01 Nov 2019,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,en,2019-10-11,0.0,0.0
The King,2019,01 Nov 2019,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,en,2018-06-22,0.0,162589.0
The King,2019,01 Nov 2019,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,en,2021-04-13,0.0,0.0
The King,2019,01 Nov 2019,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,et,2021-10-02,0.0,0.0
The King,2019,01 Nov 2019,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,fr,2020-09-05,0.0,0.0
Jexi,2019,11 Oct 2019,84 min,"Comedy, Romance, Sci-Fi",1 nomination,39.0,6.0,"29,110",tt9354944,"$6,546,159",en,2019-10-10,5000000.0,9341824.0
Polaroid,2019,17 Sep 2019,88 min,"Drama, Horror, Mystery",,,5.1,"14,860",tt5598292,,en,2019-01-10,0.0,0.0
Polaroid,2019,17 Sep 2019,88 min,"Drama, Horror, Mystery",,,5.1,"14,860",tt5598292,,en,2019-10-26,0.0,500.0
El Camino: A Breaking Bad Movie,2019,11 Oct 2019,122 min,"Action, Crime, Drama",Nominated for 4 Primetime Emmys. 4 wins & 24 nominations total,72.0,7.3,"262,472",tt9243946,,en,2019-10-11,0.0,0.0
Maleficent: Mistress of Evil,2019,18 Oct 2019,119 min,"Adventure, Family, Fantasy",Nominated for 1 Oscar. 1 win & 11 nominations total,43.0,6.6,"109,395",tt4777008,"$113,929,605",en,2019-10-16,185000000.0,491730089.0
